Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,France,FRA,32.8895593910847,28.5572228192655,31.2880499332105,36.5036688904078,34.2800305804742
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,French Polynesia,PYF,20.5923590296429,11.2935481690438,13.1028013886068,21.096822594212,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Georgia,GEO,54.3043084100873,36.9003241679889,42.6743612080891,52.4788792204227,49.2670598176264
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Germany,DEU,42.3863044855837,39.1691838521344,42.6575836538409,45.7805177232318,43.4023485563427
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Gibraltar,GIB,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Greece,GRC,39.5602917930958,31.450429504041,40.2604118004654,49.019884781247,43.7082588320458
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Greenland,GRL,41.0427004962382,35.9517470139374,35.4361749713673,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Grenada,GRD,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guatemala,GTM,17.6119761529528,16.3436127212207,17.6249043163115,18.9476636799436,16.5614935385372
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guinea,GIN,35.0420493356329,46.969818134712,56.2186332783709,45.4186514317354,41.5653232624964
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guinea-Bissau,GNB,18.3682656120911,16.019078874473,18.051590146568,15.2411274864989,13.8832772888755
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guyana,GUY,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Honduras,HND,40.2189637388964,35.8751401030378,39.3653983599255,42.4391817948962,37.010574858456
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Hungary,HUN,81.5297406120423,78.6750786064887,79.9411382781665,90.4153697462384,81.2041797233293
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Iceland,ISL,43.7132484395931,33.3096450490364,37.2725425857134,45.6939958598215,43.6436703310559
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ireland,IRL,127.271542898368,135.462876703021,133.055063604002,136.684440145681,135.058214305059
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Isle of Man,IMN,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Israel,ISR,29.254289607019,27.6175709159153,29.3263314756157,31.7285048330644,30.6040435938361
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Italy,ITA,30.9498739181942,28.7258551870199,31.1716088630092,35.1170165627395,33.7297334484836
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Jamaica,JAM,38.0360807474106,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Japan,JPN,17.4635264275221,15.528515498653,18.1254766352366,21.5417231170208,21.8105445779804
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Jordan,JOR,36.3349404358171,23.899941960737,29.958414256479,42.5374671563433,43.5298318874029
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kazakhstan,KAZ,36.4389870990994,30.5289067989681,33.6448621241624,41.5690089041544,34.4043098837574
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kenya,KEN,11.4279956869332,9.64186888186451,10.7695743362259,12.1919692160845,11.6861054407608
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kiribati,KIR,14.9824067375102,10.3160440221443,3.71706404212681,7.24909774012606,7.36810244749678
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kosovo,XKX,29.3126074591152,21.6951468795715,33.4091827278011,38.6256570148792,39.6404797611422
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Latvia,LVA,62.5368430163073,62.6592422617585,66.8081293963507,77.4694645882954,66.9707758270699
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Liechtenstein,LIE,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Luxembourg,LUX,206.411649793168,203.120263264672,213.222678669104,211.278205574688,212.530618289922
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,North Macedonia,MKD,62.4080567878813,57.771485775759,65.4438648561578,72.785399542204,67.8176527859159
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malta,MLT,124.520365865548,136.183881721223,118.597554662749,128.573995440379,122.76554394888
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Marshall Islands,MHL,37.0618720480893,35.4884615384615,46.3949787562766,40.8176400947119,38.9224450443502
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritania,MRT,42.3975240406607,41.406104283545,39.8560232643025,39.737807822992,38.2879909023547
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritius,MUS,44.6671405250455,39.3497952654865,44.201734728189,55.3430183090158,52.4706712906744
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Moldova,MDA,31.1910849579769,27.9143362637536,30.6487877126898,41.2404935723512,35.5383931498865
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Monaco,MCO,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Montenegro,MNE,43.8466387797969,25.9966843090985,42.8343554419311,51.5328616489687,49.9515696947634
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Morocco,MAR,34.093057468891,30.7941069539783,33.1360849405787,44.8118007632888,42.752081172208
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Netherlands,NLD,85.3209394926528,81.2415259478997,86.4500028041052,96.4436215813729,88.5370818069331
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,New Caledonia,NCL,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,New Zealand,NZL,27.3503056565813,21.7285787458231,22.3372987322993,24.3948255658574,24.0744573859555
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Papua New Guinea,PNG,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Poland,POL,52.6128934811742,52.4338855199248,57.0379760723016,62.3525162455456,58.1135991486384
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Portugal,PRT,43.6531259432991,37.2560151344529,41.5484271843512,49.4816821962014,47.3459046957172
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Romania,ROU,40.079314554834,36.7644905796344,40.4804036753635,43.3611500953615,39.1522005491869
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Russian Federation,RUS,28.4334306799759,25.5221855113549,29.7712144927837,28.0257191670312,23.0830029980002
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Samoa,WSM,35.033330142378,29.1959598665689,11.6856900452437,12.2663826209512,28.7537995890581
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,San Marino,SMR,163.997239164221,164.47869441727,184.314281544957,197.412351319317,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Saudi Arabia,SAU,34.0891962076157,24.9019708249486,32.774653494342,40.221276968341,34.7492004368248
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Serbia,SRB,48.9609956559925,46.1050875935238,52.3404005216526,60.7493785262136,55.0755160883541
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Seychelles,SYC,82.3562686214226,66.5466895183828,80.2638714731898,88.3864980757065,85.9480892526302
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Singapore,SGP,176.300088650586,181.555081067383,183.010537162982,185.757032866998,174.300145120981
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Slovak Republic,SVK,91.8440865121276,84.2983434485345,90.7009446016935,98.952236338947,91.9484611018321
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Solomon Islands,SLB,36.4969019192988,27.9384956804312,27.1748908261232,26.2867431210615,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Africa,ZAF,27.2021294051151,27.5759141603963,31.1035988061883,33.3714495540545,32.7545268670556
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Spain,ESP,34.6755629292261,30.4810248544563,33.7570843255301,39.7551303881907,38.0592582111746
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Lucia,LCA,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Martin (French part),MAF,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sweden,SWE,48.2412138172619,44.2599429832196,47.2996459572001,53.8802781349213,55.1715976331361
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Switzerland,CHE,66.9653936798419,64.0955571587348,71.2875561763611,76.9356153921115,75.326865234571
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tunisia,TUN,45.9513065456175,37.9976586185515,42.0256330676663,50.4191359795168,51.8833824346749
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkiye,TUR,33.0742160572998,29.1207901808282,35.7436961064769,38.5842021809785,31.9158356904098
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ukraine,UKR,41.2316912560049,38.8216462901934,40.6883404768688,35.4451153382041,28.5860205802388
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,31.63478028095,29.6697957580892,29.1802747877833,33.5671944737788,31.6626771258689
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,11.7891974097286,10.0736556273372,10.7909781995156,11.6022279170372,11.0115112856601
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Norway,NOR,36.640925320627,32.2103377797679,43.0363019206366,55.4600670265005,47.1984784940993
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Slovenia,SVN,84.3570583498527,78.2717999916943,83.9773432516293,93.9826603175574,83.2510531969521
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Albania,ALB,44.4460249326456,36.9799408832001,44.4572960793289,47.5009791073865,43.8286028086077
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Andorra,AND,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Armenia,ARM,54.7633527667858,39.7238206244142,43.7634488327132,51.1857978005492,60.2625572889532
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Australia,AUS,22.0278238953145,20.6377169074661,18.2458042920249,20.2901822017406,22.4259429260923
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Austria,AUT,52.3114775114917,48.2851241395359,55.0789090346153,62.4207780743465,57.3493527895016
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Azerbaijan,AZE,36.7675179068137,36.3943117827554,29.7981185195358,26.9954251873703,34.5739824641988
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Bahamas, The",BHS,36.9832209093284,33.689923881826,43.4544239108445,43.7470692122652,42.9587474282526
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belarus,BLR,65.7557224712763,57.9217344260324,65.1824128358935,56.973020682251,66.1797785565314
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belgium,BEL,82.4980513923498,77.7532507214541,87.7606995094296,96.7284873787937,84.7636154109048
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bosnia and Herzegovina,BIH,54.4760567724708,47.9297731152414,53.912587140962,61.8988653103961,55.8427513217352
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Brazil,BRA,14.7673386775793,15.8485265356365,18.5469003894967,19.1853009729027,15.7436671722105
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Canada,CAN,33.8187894602395,31.6831237283418,31.2078114577635,33.713848808281,33.8231897487673
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Channel Islands,CHI,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Congo, Dem. Rep.",COD,29.3674929390241,29.8868058018726,40.0954818555036,48.2307171126431,47.0152754036475
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Congo, Rep.",COG,35.3769404227539,28.5875814395408,32.7096322965954,34.3491898359076,39.314466600576
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Costa Rica,CRI,31.4352084583314,28.2333885931474,34.6052852757431,39.822336420875,33.5563670450278
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cote d'Ivoire,CIV,21.9999218180343,20.9491633347529,22.8177649393033,28.9045767745794,28.0539609576358
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Croatia,HRV,50.8927782779613,48.2564222170774,52.5287254424248,65.7168860772854,54.7667601446359
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cyprus,CYP,74.7473019574414,81.0214637422846,86.0692467388053,99.008853123131,95.7680936007986
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Czechia,CZE,66.0297588552233,61.0194570714913,66.8280711600245,71.6020659665878,63.9787560820245
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Denmark,DNK,52.9408671489359,49.3965353466999,52.5886199023436,60.9946813134056,59.8089240967317
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Dominica,DMA,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ecuador,ECU,24.0342151181344,20.7057500327125,26.1464891255606,30.8350656513631,28.7823855285042
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Egypt, Arab Rep.",EGY,24.4799857040743,19.6534798296655,19.295823265447,21.8960790564233,21.3403342882993
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,El Salvador,SLV,46.0861034911466,41.9327086708139,53.0635805908039,56.4896845532766,49.7966816421397
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Equatorial Guinea,GNQ,43.7480428771542,37.0824347940291,31.839097550571,28.8459309342984,24.8409553263226
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Eritrea,ERI,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Estonia,EST,68.3329936436289,69.2380878779785,80.8484898385821,87.9001575208055,77.0015416189322
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Faroe Islands,FRO,52.853529673679,48.7962924030704,51.9980208591034,62.3258117558492,56.6189827007871
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Finland,FIN,39.9458321803805,35.9702521712277,39.8675049444453,48.036253776435,42.5182935752964
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,France,FRA,33.5394177830602,30.2816679047993,32.5004326976615,39.2864747207143,36.279524212719
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,French Polynesia,PYF,42.7137533727575,35.1501382429217,38.5348070358659,46.1341436614809,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Georgia,GEO,63.5057718296264,55.9907600072305,58.9265463408208,62.2165584682954,57.8841193508743
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Germany,DEU,36.747442628887,33.824073376198,37.4990343972191,43.2836096462941,39.3967578932279
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Gibraltar,GIB,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Greece,GRC,41.0298090980773,38.8433569445986,47.7522509396405,58.6593231211582,48.4480311941784
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Greenland,GRL,51.148051064511,46.7481791092138,49.7161311253005,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Grenada,GRD,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guatemala,GTM,27.9047665962287,24.7971489282314,31.6229651082327,35.4851744015124,31.6269582863156
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guinea,GIN,43.3732638929645,68.7954413842173,58.9768995109853,48.7466212613867,48.9771253382285
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guinea-Bissau,GNB,31.8137818932296,28.3919611246828,28.0685456139037,32.1211223466339,28.1505489888657
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guyana,GUY,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Honduras,HND,59.2410142548624,52.1257162805914,64.0072450999929,70.2593431190701,60.9429036101699
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Hungary,HUN,79.2216026672883,76.7475852870237,79.7471358424803,94.8557434703851,76.0920441628175
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Iceland,ISL,39.1494973417951,34.665430576638,39.0006389110548,45.8333458899745,43.1509786054567
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ireland,IRL,122.47422278388,114.645575611669,91.363772250722,95.445050435626,102.157667032559
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Isle of Man,IMN,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Israel,ISR,27.412213789001,23.5337295602528,25.7353979203026,28.7761570145753,26.9242084709227
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Italy,ITA,27.7443163412796,25.2136287172564,29.1303687572707,36.9361753650338,32.5103733484386
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Jamaica,JAM,52.0745268861888,..,..,..,..
